front,back
"When can a Team A quarterback be penalized for misleading tactics related to the snap?

<i>Rule 4 | Section 2 | Article 2</i>","Team A shall be penalized if the quarterback: a) makes a quick movement towards the centre, without the ball being immediately snapped, or b) assumes a stance with his/her hands under the centre, and makes such motion as bobbing head, moving shoulders, or flexing knees in a jerky motion without the ball being snapped, or c) assumes a stance with his/her hands under the centre and moves away quickly from the centre without the ball being snapped."
"What is the penalty for Team A committing misleading tactics?

<i>Rule 4 | Section 2 | Article 2</i>","The penalty for Team A is 1.2D – L5 DR, 3D DG-L5 DR, 3D DNG – LB PBD."
"Under what condition is a player allowed to be in the neutral zone before the ball is snapped?

<i>Rule 4 | Section 2 | Article 3</i>","The head, arms and hands of the centre may be in advance of the line of scrimmage."
"What happens if a Team B player goes offside and breaks the plane of the line of scrimmage before the snap?

<i>Rule 4 | Section 2 | Article 3</i>","The officials shall stop the play immediately, and award the penalty, subject to the right of Team A to decline the penalty and have the same down repeated as though a foul had not occurred."
"What is the penalty for offside by Team A or Team B?

<i>Rule 4 | Section 2 | Article 3</i>","The penalty for Team A is 1.2D – L5 DR, 3D DG – L5 DR, 3D DNG – LB PBD. The penalty for Team B is L5."
"How much time does the Referee allow for the ball to be put into play?

<i>Rule 4 | Section 2 | Article 4</i>",The Referee shall allow 20 seconds for the ball to be put into play.
"When is Team A given a full 20 seconds to snap the ball after the game is stopped during the time count?

<i>Rule 4 | Section 2 | Article 4</i>","Team A will receive a full 20 seconds to snap the ball if the game is stopped due to: a time out request by either team, a foul by either team, or a reason associated with Team B (substitution of 3 or more players, player injury, player equipment, etc.)."
"What is the penalty for a time count violation before the 3-minute warning signal and in overtime?

<i>Rule 4 | Section 2 | Article 4</i>","The penalty is 1, 2, 3D – L5 DR."
"What is the penalty for a time count violation after the 3-minute warning signal in any half?

<i>Rule 4 | Section 2 | Article 4</i>","For 1st or 2nd down, it is Team B option LD or L10DR. For 3rd down, it is L10DR."
"What happens if Team A has two consecutive time count penalties?

<i>Rule 4 | Section 2 | Article 4</i>",The Referee will order Team A to put the ball in play legally within 20 seconds or forfeit possession to Team B.
"What are the legal numbers for players in Canadian football?

<i>Rule 4 | Section 3 | Article 1</i>",Legal numbers are from 0 to 99 inclusive.
"What numbering system identifies eligible pass receivers for Team A?

<i>Rule 4 | Section 3 | Article 1</i>","Eligible Pass Receivers are identified by numbers 0 to 49, and 80 to 99."
"What numbering system identifies ineligible pass receivers for Team A?

<i>Rule 4 | Section 3 | Article 1</i>",Ineligible Pass Receivers are identified by numbers 50 to 79.
"Under what condition can an inappropriately numbered player be an eligible or ineligible receiver?

<i>Rule 4 | Section 3 | Article 1</i>","On any given play from scrimmage, any number of positions may be occupied by inappropriately numbered players who have reported to the Referee as eligible or ineligible receivers."
"How many Team A players must be within 1 yard and on their own side of the line of scrimmage when the ball is put into play, excluding the quarterback?

<i>Rule 4 | Section 3 | Article 2</i>","At least seven Team A players must be within 1 yard (1 metre) and on their own side of the line of scrimmage, not including the player in the position usually occupied by the quarterback."
"When can a player at either end of the line of scrimmage be in motion?

<i>Rule 4 | Section 3 | Article 2</i>","The player who, at the snap of the ball is occupying a position at either end of the line of scrimmage may be in motion while within 1 yard of the line of scrimmage but must not be moving towards the opponent’s goal line when the ball is put into play."
"What happens if Team A has fewer than 7 players on the line due to a Team A offside?

<i>Rule 4 | Section 3 | Article 2</i>","If Team A has fewer than 7 players on the line due to a Team A offside, the penalty shall be for offside only."
"How many interior line players must Team A have, identified as ineligible pass receivers, and how must they be positioned?

<i>Rule 4 | Section 3 | Article 3</i>","Team A shall have at least 5 interior line players identified as ineligible pass receivers, who must be positioned in a continuous, unbroken line."
"In addition to interior line players, how many players at each end of the line must be identified as eligible receivers?

<i>Rule 4 | Section 3 | Article 3</i>",One player at each end of the line shall be identified as an eligible receiver.
"What motion is prohibited for Team A Line Players after assuming a three-point or four-point stance?

<i>Rule 4 | Section 3 | Article 4</i>",Team A Line Players after having assumed a three-point or four-point stance may not break their stance by lifting a hand.
"What must all Team A Line Players, including the Centre, do immediately prior to the snap of the ball?

<i>Rule 4 | Section 3 | Article 4</i>","All Team A Line Players, including the Centre, must become stationary and remain motionless for at least one second immediately prior to the snap of the ball."
"What motion is the centre allowed to make prior to the snap?

<i>Rule 4 | Section 3 | Article 4</i>","The centre is allowed to make the motion which is necessary to snap the ball, but may not break their 3- or 4-point stance on the ball, to allow another player to become the centre."
"What is the penalty for a violation of the stance and motion rules for Team A Line Players?

<i>Rule 4 | Section 3 | Article 4</i>","The penalty is: 1.2D – L5 DR, 3D DG – L5 DR, 3D DNG – LB PBD."
"When can Team A choose the ball's placement on or between the hash marks after certain plays or fouls?

<i>Rule 4 | Section 4: Points of Scrimmage Restrictions | Article 1</i>","Team A may elect to put the ball into play at any point on or between the hash marks after a scoring play, after the ball has been declared dead in the end zone, following a penalty for a foul in the end zone or on a convert, or if the ball strikes the goal post assembly in flight, unless a rule specifies the PLS as the next point of scrimmage."
"What happens if a rule specifies the PLS as the next point of scrimmage, even after an event where Team A might normally choose ball placement?

<i>Rule 4 | Section 4: Points of Scrimmage Restrictions | Article 1</i>","If a rule specifies that the next point of scrimmage is the PLS, the ball will be placed at that specific spot."
"Where is the ball scrimmaged if it becomes dead within 24 yards (22 metres) of the sideline or goes out of bounds?

<i>Rule 4 | Section 4: Points of Scrimmage Restrictions | Article 2</i>",It shall next be scrimmaged 24 yards (22 metres) in from that sideline at the yardage point where it became dead.
"What is the point of scrimmage if Team A has possession of the ball within 1 yard (1 metre) of either goal line?

<i>Rule 4 | Section 4: Points of Scrimmage Restrictions | Article 3</i>",It shall be scrimmaged on the 1 yard (1 metre) line.
"Under what specific conditions on 3rd down can Team A position the ball away from the goal posts due to wet ground?

<i>Rule 4 | Section 4: Points of Scrimmage Restrictions | Article 4</i>","In the case of wet ground, on 3rd down on or within their own 15 yard (15 metre) line, Team A may position the ball away from the goal posts at the closest hash mark, or closest suitable spot to that point."
"When can Team A position the ball away from the goal posts at the closest hash mark or suitable spot on any down due to wet ground?

<i>Rule 4 | Section 4: Points of Scrimmage Restrictions | Article 5</i>","In the case of wet ground, on any down on or within their own 5 yard (5 metre) line, Team A may position the ball away from the goal posts at the closest hash mark, or closest suitable spot to that point."
"What is the definition of interference in the context of this rulebook?

<i>Rule 4 | SECTION 5: INTERFERENCE | Article 1</i>","Interference is a general term, applicable to both teams, committed when a player obstructs, blocks, or charges against an opponent, even without direct contact, preventing their approach to the ball carrier, potential ball carrier, or the ball."
"How is 'screening' defined in relation to interference?

<i>Rule 4 | SECTION 5: INTERFERENCE | Article 1</i>",Screening is interference without direct contact.
"What constitutes 'blocking below the waist'?

<i>Rule 4 | SECTION 5: INTERFERENCE | Article 1</i>","Blocking below the waist is making initial contact below the waist against an opponent, other than the ball carrier, with any part of the blocker's body."
"Under what conditions is the use of hands and arms in blocking considered legal?

<i>Rule 4 | SECTION 5: INTERFERENCE | Article 1</i>","The use of hands and arms is legal if: hands are slightly behind, even with, or in advance of elbows; arms are fully extended; hands are open (palms facing opponent) or cupped/closed (palms not facing opponent); hands and arms are not used to strike, punch, grasp, pull, encircle, lift, hook, lock, or clamp; and hands are not clasped or locked. On a rolling or cross body block, hands may also be legally extended from the body."
"When may Team A players interfere with opponents on a play from scrimmage?

<i>Rule 4 | SECTION 5: INTERFERENCE | Article 2</i>","On any play from scrimmage, except when the ball is kicked across the line of scrimmage, all Team A players may interfere with opponents from deadline to deadline."
"When is it illegal for a Team A player to block an opponent below the waist on a play from scrimmage?

<i>Rule 4 | SECTION 5: INTERFERENCE | Article 2</i>","On any play from scrimmage, it is illegal for a player to block an opponent below the waist except as per Rule 7 Section 3 Article 19."
"On a play from scrimmage, how may Team B players use their hands and arms against Team A?

<i>Rule 4 | SECTION 5: INTERFERENCE | Article 3</i>","On any play from scrimmage, B players may use their hands and arms to reach the ball carrier, but shall not hold or encircle any A player other than the ball carrier."
"When is it illegal for a Team B player to block an opponent below the waist on a play from scrimmage?

<i>Rule 4 | SECTION 5: INTERFERENCE | Article 3</i>","On any play from scrimmage, it is illegal for a player to block an opponent below the waist except as per Rule 7 Section 3 Article 19."
"How many attempts (downs) does the team in possession have to gain 10 yards (10 metres) after a kick-off?

<i>Rule 4 | Section 6: Miscellaneous | Article 1</i>",The team in possession shall have 3 attempts (downs) to gain the required distance of 10 yards (10 metres).
"What are the ways a team may advance the ball during a down?

<i>Rule 4 | Section 6: Miscellaneous | Article 1</i>","It may be advanced by carrying it, kicking it, or throwing it."
"What happens if Team A does not gain the required 10 yards in a series of downs?

<i>Rule 4 | Section 6: Miscellaneous | Article 1</i>",The ball shall be awarded to the opponents as 1st down at the point where the ball becomes dead.
"When measuring for a 1st down, which part of the ball is the determining point?

<i>Rule 4 | Section 6: Miscellaneous | Article 2</i>","The forward point of the ball, not its centre, shall be the determining point."
"Can a touchdown be awarded as a result of rotating the ball for measurement?

<i>Rule 4 | Section 6: Miscellaneous | Article 2</i>","No, a touchdown cannot be awarded as a result of this rotation."
"What is the penalty for a Team A teammate helping the ball carrier by grasping, pulling, pushing, or charging into him/her to assist forward progress on 1st or 2nd down?

<i>Rule 4 | Section 6: Miscellaneous | Article 3</i>","Team A – 1,2D –L5 DR."
"What is the penalty for a Team A teammate helping the ball carrier by grasping, pulling, pushing, or charging into him/her to assist forward progress on 3rd down when the distance is gained (DG)?

<i>Rule 4 | Section 6: Miscellaneous | Article 3</i>",Team A – 3D DG –L5 PBH.
"What is the penalty for Team A players holding hands or locking arms in making a block on 1st or 2nd down?

<i>Rule 4 | Section 6: Miscellaneous | Article 4</i>",Team A – 1.2D – L10 DR.
"What is the penalty for Team B players holding hands or locking arms in an effort to break up interference protecting the ball carrier?

<i>Rule 4 | Section 6: Miscellaneous | Article 4</i>",Team B – L10 PLS or PBH.
"What is the penalty for Team A players holding hands or locking arms in making a block?

<i>Rule 5 | Section 1 | Article 4</i>","The penalty for Team A is 1st or 2nd Down Loss of 10 yards, Down Repeated (1.2D L10 DR); 3rd Down Gain, Loss of 10 yards, Down Repeated (3D DG L10 DR); or 3rd Down No Gain, Loss of Ball, Play Blown Dead (3D DNG LB PBD)."
"What is the penalty for Team B players holding hands or locking arms in an effort to break up interference protecting the ball carrier?

<i>Rule 5 | Section 1 | Article 4</i>",The penalty for Team B is Loss of 10 yards from the Point of Last Scrimmage (PLS) or Point of Ball Held (PBH).
"Under what condition is a ball ruled a fumble instead of a kick if it accidentally strikes a player's foot or leg?

<i>Rule 5 | Section 1 | Definitions | a)</i>","If the ball accidentally strikes a player’s foot or leg while they are attempting to gain possession, it shall be ruled as a fumble if, in the official’s judgment, the player made no effort to kick the ball."
"When making a place kick, what is the maximum height the lowest point of the ball can be above the ground if a tee is used?

<i>Rule 5 | Section 1 | Definitions | c)</i>",The lowest point of the ball may not be more than 1 inch (2.54 cm) above the ground when a tee is used for a place kick.
"Under what conditions does an offside player become an onside player after the ball has been kicked towards the opponent's deadline?

<i>Rule 5 | Section 1 | Definitions | j)</i>","An offside player becomes an onside player when the ball, after being kicked towards the opponent’s deadline, touches an opponent, the kicker, or another onside player."
"What is the exception to an offside player becoming onside if a Team B player touches the ball on a kick from scrimmage?

<i>Rule 5 | Section 1 | Definitions | j)</i>","If on a kick from scrimmage a Team B player touches the ball before it crosses the line of scrimmage, such touching does not put an offside player onside."
"What are the allowed methods for holding the ball for a kick off?

<i>Rule 5 | Section 2 | Article 1</i>","The ball may be held, placed on the ground, or placed on a tee, provided that the lowest point of the ball is not more than 1 inch (2.54 cm) above the ground."
"From where must a kick off be made at the start of the first and third periods?

<i>Rule 5 | Section 2 | Article 1</i>",From any point on or between the hash marks on Team A’s 45 yard (40 metre) line.
"After Team A scores a field goal, what options does the team scored against have regarding the subsequent kick off?

<i>Rule 5 | Section 2 | Article 1</i>",The team scored against may elect to kick off or scrimmage from its own 35 yard (30 metre) line. Team A will kick off from its 45 yard (40 metre) line if the option is not taken.
"How is the neutral zone defined on a kick off?

<i>Rule 5 | Section 2 | Article 2</i>","The neutral zone on a kick off is the area from the line of kick off to the line 10 yards (10 metres) in advance of the line of kick off, from sideline to sideline."
"What is the minimum distance the ball must be kicked towards the opponent's goal on a legal kick off, unless touched by an opponent?

<i>Rule 5 | Section 2 | Article 3</i>",The ball must be kicked at least 10 yards (10 metres) toward the opponent’s goal.
"What is the penalty if Team A illegally touches and recovers the ball on a kick off?

<i>Rule 5 | Section 2 | Article 3</i>","Team B has the option of L5 kick off repeated, or B possession as 1D at the point of illegal touching, the point of recovery by Team A, or at the out-of-bounds point, or decline and take the result of the play."
"What happens if a kick off goes out of bounds at the sideline without being touched by a player?

<i>Rule 5 | Section 2 | Article 3</i>","Team B has the option of L5 kick off repeated, possession at the out-of-bounds point, or possession 25 yards in advance of point of kick off."
"What happens if a kick off goes out of bounds in the end zone in flight without being touched by a player?

<i>Rule 5 | Section 2 | Article 3</i>","The ball is immediately dead and Team B shall scrimmage at any point on or between the hash marks on its own 20 yard (20 metre) line, with no option."
"When does Team A score 1 point on a kick off related to the end zone?

<i>Rule 5 | Section 2 | Article 3</i>","If Team B fails to advance the ball out of the end zone, or the kick off lands inbounds, and then goes out of bounds in the end zone, Team A scores 1 point."
"At the instant the ball is kicked off, which players of Team A are allowed to be in advance of the ball?

<i>Rule 5 | Section 2 | Article 4</i>",Only the player who may be holding the ball for the kickoff or the kicker.
"What is the penalty for Team A being offside on a kick off?

<i>Rule 5 | Section 2 | Article 4</i>","L5, kick off repeated or L5 PBD."
"What is the penalty if Team B players are in the neutral zone before the ball is kicked on a kick off?

<i>Rule 5 | Section 2 | Article 4</i>","L5 to Team B, kick off repeated."
"Under what conditions may Team B players interfere with an opponent on a kick off?

<i>Rule 5 | Section 2 | Article 5</i>","Team B players may interfere with any opponent within bounds, after the ball is kicked, until it is declared dead, provided that the initial contact is made at or above the waist."
"When is it illegal for Team A players to block on a kick off?

<i>Rule 5 | Section 2 | Article 5</i>","Any form of blocking by Team A players is illegal interference, except when using hands and arms to ward off blockers or using bodies in blocking against players protecting the ball carrier, provided initial contact is at or above the waist."
"What is the penalty for illegal interference by Team A when the ball is in flight during a kick off, if the foul is in an area remote from the point of possession and does not affect the gaining of possession by Team B?

<i>Rule 5 | Section 2 | Article 5</i>",L10 PP (point of possession).
"What is a 'Wedge Block' and what is its penalty?

<i>Rule 5 | Section 2 | Article 5</i>",A 'Wedge Block' is when 3 or more players align shoulder to shoulder within 2 yards of each other and move forward in an attempt to block for a ball carrier. The penalty is L10 PBH (point behind the ball) or PP (point of possession).
"What is the definition of a blocked kick from scrimmage?

<i>Rule 5 | Section 3 | Article 1</i>","A blocked kick from scrimmage is when the ball, after being kicked, is prevented from crossing the line of scrimmage due to contact with an opponent or an offside Team A player. It is not a blocked kick if the ball then crosses the line of scrimmage after such contact."
"How is a deflected kick different from a blocked kick?

<i>Rule 5 | Section 3 | Article 1</i>","A deflected kick is when the ball, after being contacted by an opponent or offside Team A player, still crosses the line of scrimmage. The touching of the ball is disregarded for a deflected kick."
"When is a return kick considered a blocked kick?

<i>Rule 5 | Section 3 | Article 1</i>","A return kick is considered blocked when an opponent touches the ball simultaneously with or immediately after it is kicked, and the ball then travels parallel to or towards the kicking team's dead line. It is not a blocked kick if it travels towards the opponent's dead line after contact."
"What happens if Team B legally recovers a blocked kick in bounds?

<i>Rule 5 | Section 3 | Article 2</i>","If Team B legally recovers a blocked kick in bounds, it is Team B's 1st down at the point where the ball went dead (PBD)."
"What are the down consequences if Team A legally recovers a blocked kick in bounds on 1st or 2nd down?

<i>Rule 5 | Section 3 | Article 2</i>","If Team A legally recovers a blocked kick in bounds on 1st or 2nd down, downs continue unless yards are gained."
"Can Team A throw a forward pass after legally recovering a blocked kick?

<i>Rule 5 | Section 3 | Article 2</i>","Yes, when Team A legally recovers a blocked kick, the continuing play is considered a normal play from scrimmage, and a forward pass may be thrown, subject to Rule 4, Section 3, Article 3."
"Under what condition is a forward pass illegal after a blocked kick?

<i>Rule 5 | Section 3 | Article 2</i>","If Team B recovers a blocked kick and then loses possession to Team A, a forward pass by either team is illegal, with the exception of a convert attempt."
"What is the ruling if a blocked kick goes out of bounds in the field of play, and Team A last touched it on 1st or 2nd down?

<i>Rule 5 | Section 3 | Article 3</i>","If a blocked kick goes out of bounds in the field of play, and Team A last touched it on 1st or 2nd down, possession is retained by Team A, downs continue unless the required distance is gained. The next down is 24 yards (22 metres) in from the sideline, at the point of last touching by A, or the point where the ball went out of bounds, whichever is closer to the A goal line."
"What is the ruling if a blocked kick goes out of bounds in the field of play, and Team B last touched it?

<i>Rule 5 | Section 3 | Article 3</i>","If a blocked kick goes out of bounds in the field of play, and Team B last touched it (on 1st, 2nd, or 3rd down), possession is awarded to Team B for a 1st down, 24 yards (22 metres) in from the sideline at the point of last touching by B, or at the point where the ball went out of bounds, whichever is closer to the B goal line."
"How many points are awarded if a blocked kick goes dead in Team A's possession in the end zone or is last touched by A before going out of bounds in the end zone?

<i>Rule 5 | Section 3 | Article 4</i>",2 points (safety touch) are awarded to Team B.
"What is the ruling if a blocked kick is directed into the end zone by a Team B player, and then goes dead in Team A's possession in the end zone?

<i>Rule 5 | Section 3 | Article 4</i>","If a blocked kick is directed into the end zone from the field of play by a Team B player and goes dead in Team A's possession in the end zone, Team A gets 1st down at the 20-yard line (no score)."
"What is the ruling if a return kick by Team B is blocked by Team A in the B end zone, and the ball goes dead in B's possession in the B end zone?

<i>Rule 5 | Section 3 | Article 4</i>","If a return kick by Team B is blocked by Team A in the B end zone, and the ball goes dead in B's possession in the B end zone, a score of 1 or 2 points, as appropriate, is awarded to Team A."
"What is 'pyramiding' in football rules?

<i>Rule 5 | Section 3 | Article 5</i>","Pyramiding is when a player uses the body of another player anywhere in bounds in any way to gain or maintain elevation on any play, or elevates a teammate in any way on any play."
"What is the penalty for pyramiding?

<i>Rule 5 | Section 3 | Article 5</i>","The penalty for pyramiding is L5 PLS (Loss of 5 yards, Previous Line of Scrimmage)."
"Under what condition does Article 1 – Offside beyond Line of Scrimmage (Restraining Zone Foul) not apply?

<i>Rule 5 | Section 4 | Article 1</i>","This article does not apply to a dribbled ball, or to a kick which does not cross the line of scrimmage."
"What is the penalty if an offside player touches or is touched by a kick from scrimmage beyond the line of scrimmage, a return kick, or an open-field kick?

<i>Rule 5 | Section 4 | Article 1 (a)</i>","The penalty is L15 from the PBT (point ball touched) if in the field of play, or L15 applied at the 10-yard line if in the goal area."
"How much distance must an offside player allow an opponent attempting to gain possession of a kicked ball?

<i>Rule 5 | Section 4 | Article 1 (b)</i>","An offside player must allow 5 yards to an opponent attempting to gain possession of the kicked ball. The five-yard zone is a circle with a five-yard radius, centered on the ball at the instant it is first touched."
"What is the penalty if an offside player does not allow 5 yards to an opponent attempting to gain possession of a kicked ball, and the ball strikes the ground before being touched by the receiving team?

<i>Rule 5 | Section 4 | Article 1 (b)</i>","The penalty is L5 PBT or PBD if in the field of play, or L5 applied at the 10-yard line or PBD if in the goal area."
"What is the penalty if a kicking team player makes no effort to withdraw from the 5-yard zone and hovers over the ball or receiving team player about to take possession?

<i>Rule 5 | Section 4 | Article 1 (c)</i>",A L15 penalty will apply at the normal point of application regardless of whether the ball bounced.
"What is the penalty if a kicking team player interferes with a receiving team player attempting to gain possession of a kicked ball, with or without contact?

<i>Rule 5 | Section 4 | Article 1 (d)</i>",The penalty is L15 from the normal point of application.
"When is a scrimmage kick or return kick whistled dead if it travels only a short distance?

<i>Rule 5 | Section 4 | Article 2 (a)</i>","A scrimmage kick which travels only a short distance across the line of scrimmage, or a short return kick (not including a dribbled ball), shall be whistled dead as soon as the ball touches a player or the ground, with possession awarded to the receiving team."
"What happens if a short kick is whistled dead on the final play of a half?

<i>Rule 5 | Section 4 | Article 2 (a)</i>","The receiving team shall be entitled to 1 play from scrimmage if they so elect, with no distance penalty assessed."
"When should a short kick not be whistled dead even if it travels only a short distance?

<i>Rule 5 | Section 4 | Article 2 (b)</i>","The ball should NOT be whistled dead if it is dropping into the end zone, or if it is a scrimmage kick or return kick from the end zone that does not leave the end zone."
"What are the penalty options for the non-offending team if a restraining zone foul is committed on a scrimmage kick or return kick from the end zone that does not leave the end zone?

<i>Rule 5 | Section 4 | Article 2 (b)</i>","For a scrimmage kick, the option is 2 points or possession (1D at 10-yard line). For a return kick, the option is 1 point or possession (1D at 10-yard line)."
"When is an offside player penalized for Unnecessary Roughness (UR) or Rough Play (RP) in addition to a restraining zone foul?

<i>Rule 5 | Section 4 | Article 2 (c)</i>","An offside player who is within the restraining zone and contacts the receiver before he/she touches the ball shall be penalized for UR or RP, unless the contact was incidental and unavoidable in the opinion of the official."
"Who may be the first player to legally enter the restraining zone to recover the ball?

<i>Rule 5 | Section 4 | Article 2 (d)</i>",The kicker or an onside player may be the first player to legally enter the restraining zone to recover the ball.
"What contact is allowed by the kicker or onside player when recovering the ball in the restraining zone?

<i>Rule 5 | Section 4 | Article 2 (d)</i>","No contact shall be made with the opposing receiver, except in a legitimate attempt to recover the ball. All other contact is illegal."
"What happens if the ball is motionless on the ground and the receiver feints as if to pick up the ball?

<i>Rule 5 | Section 4 | Article 2 (e)</i>",The receiver may be tackled without penalty.
"If an offside player touches a motionless ball first after a receiver feints picking it up, who gets possession?

<i>Rule 5 | Section 4 | Article 2 (e) (iii)</i>","Possession is awarded to the receiving team at that point, with no distance penalty."
"What is the penalty if a kicking team player illegally recovers or touches a scrimmage kick in the end zone before it is touched by an opponent, without attempting to allow an opponent to recover it?

<i>Rule 5 | Section 4 | Article 2 (f)</i>","There is no score, and it is the opponent’s ball, 1st down at the 35-yard line, or at the PLS if the ball entered the end zone as a result of a missed field goal where the PLS was outside the 35."
"When can the receiving team choose to scrimmage at their own 20-yard line after a kick from scrimmage enters the end zone?

<i>Rule 5 | Section 4 | Article 2 (g)</i>",They can choose to scrimmage at their own 20-yard line if they successfully advance the ball legally out of the end zone and retain possession without returning the ball into the end zone.
"What happens if a kicked ball strikes the opponent’s goal post assembly in flight?

<i>Rule 5 | Section 4 | Article 3</i>","The ball shall be dead immediately and awarded to the receiving team; 1st down, at any point on or between the hash marks on its 20-yard line."
"Under what conditions does a kicked ball striking the goal post assembly remain in play?

<i>Rule 5 | Section 4 | Article 3</i>","A kicked ball remains in play if it strikes the opponent’s goal post assembly after striking the ground, a player, or an official, or if it strikes the kicking team’s goal post assembly."
"When does a score count on a field goal or convert attempt even if the ball strikes the goal post assembly?

<i>Rule 5 | Section 4 | Article 4</i>",The score shall count if the ball strikes the goal post assembly but still goes over the crossbar and between the uprights.
"Where is the ball put into play after a missed field goal?

<i>Rule 5 | Section 4 | Article 4 (a)</i>",At any point between the hash marks on the 20-yard line.
"Under what conditions can players of the receiving team interfere with players of the kicking team who have crossed the line of scrimmage on a scrimmage kick?

<i>Rule 5 | Section 5 | Article 1a</i>","Players of the receiving team may interfere with any player of the kicking team who has crossed the line of scrimmage, provided that the initial contact is made at or above the waist. This interference is legal from the time the ball is snapped until it is declared dead."
"What is the penalty application if the receiving team commits interference on a scrimmage kick while the ball is in flight?

<i>Rule 5 | Section 5 | Article 1a</i>","The penalty is applied at the Point of Possession. Unnecessary Roughness or Rough Play will be applied at the Point of Possession or PBD (except against the kicker, where it can be PP, PBD, or PLS at the option of Team A)."
"What is the penalty for interference against the kicker behind the neutral zone on a scrimmage kick, if not a quick kick?

<i>Rule 5 | Section 5 | Article 1a</i>",The penalty is 1.2.3D – L10 PP.
"When does the kicker lose protection from interference behind the neutral zone on a scrimmage kick?

<i>Rule 5 | Section 5 | Article 1b</i>","The kicker loses this protection once the receiving team has touched the ball, or if it is a quick kick."
"When can players of the team receiving a return kick interfere with opponents, including the kicker?

<i>Rule 5 | Section 5 | Article 2</i>","Players of the team receiving a return kick may interfere with any opponent, including the kicker, from the time the ball is kicked, provided that the initial contact is made at or above the waist, until the ball is declared dead."
"What is the penalty application if the receiving team commits interference on a return kick after gaining possession?

<i>Rule 5 | Section 5 | Article 2</i>",The penalty is applied at the PBH. Unnecessary Roughness or Rough Play will be applied at the PBH or PBD.
"What are the legal actions for players of the kicking team during a kick play regarding blocking and interference?

<i>Rule 5 | Section 5 | Article 3</i>","Players of the kicking team may block any opponent up to the limit of the neutral zone, use their hands and arms to ward off blockers interfering with their approach to the ball carrier while proceeding downfield, and use their bodies in blocking against players protecting the ball carrier, provided that the initial contact is made at or above the waist."
"What is the penalty for illegal interference by the kicking team when the ball is in flight?

<i>Rule 5 | Section 5 | Article 3</i>",The penalty is L10 PP.
"When can all players of the kicking team legally interfere with opponents after a kick?

<i>Rule 5 | Section 5 | Article 4</i>","If the kicker or an onside player legally recovers the kick, all players of that team may legally interfere with the opponents after such recovery, provided that the initial contact is at or above the waist."
"When a penalty in Rule 5, Section 5 is applied from the 10-yard (10-meter) line, where may Team A scrimmage the ball?

<i>Rule 5 | Section 5 | Article 5</i>","Team A may scrimmage the ball at any point on or between the hash marks, on the line where the ball is placed after the penalty application."
"What defines a 'Dribbled ball'?

<i>Rule 5 | Section 6 | Article: Dribbled Ball</i>",A dribbled ball occurs by kicking the ball when it is loose (not in possession of any player).
"Who may touch a dribbled ball without penalty?

<i>Rule 5 | Section 6 | Article: Dribbled Ball</i>",A dribbled ball may be touched by the kicker or any onside player without penalty.
"What is the effect if an opponent touches a dribbled ball?

<i>Rule 5 | Section 6 | Article: Dribbled Ball</i>","If a dribbled ball is touched by the opponent, all offside players become onside."
"What is the penalty if an offside player touches a dribbled ball?

<i>Rule 5 | Section 6 | Article: Dribbled Ball</i>","Award ball to the opponent at point of touch, or option."
"What is the penalty if an offside player touches a dribbled ball in the opponent's Goal Area?

<i>Rule 5 | Section 6 | Article: Dribbled Ball</i>","Award ball to opponent at their 20 yard (20 metre) line, or option."
"What is the penalty if an offside player touches a dribbled ball in their own Goal Area?

<i>Rule 5 | Section 6 | Article: Dribbled Ball</i>","Accept a score of 1 or 2 points as applicable, or take possession of the ball as 1st down at the PLS or 10 yard (10 metre line whichever is closer to the opponent’s goal line."
"What happens if an offside player's touching of a dribbled ball occurs on the last play of a half?

<i>Rule 5 | Section 6 | Article: Dribbled Ball</i>","The opponent may elect to extend the period for an additional play, from point of touch."
"What is the definition of a lateral or onside pass?

<i>Rule 6 | Section 1 – Lateral Or Onside Pass</i>","A lateral or onside pass is one thrown, handed, knocked, batted, or fumbled by a player parallel to or in the direction of their own deadline."
"What factor determines whether a pass is considered a lateral pass?

<i>Rule 6 | Section 1 – Lateral Or Onside Pass</i>","The point of termination is the factor that determines whether it is a lateral pass. This is the point at which the ball is caught, strikes another player, an official, or the ground, or goes out of bounds."
"What is the status of a lateral pass that strikes the ground?

<i>Rule 6 | Section 1 – Lateral Or Onside Pass</i>",A lateral pass striking the ground is not dead and may be recovered legally by either team.
"Where is the ball put into play when a lateral pass goes out of bounds without being touched by a player after the pass is made?

<i>Rule 6 | Section 1 – Lateral Or Onside Pass</i>","The ball shall be put into play at the hash mark at the out of bounds point, or at the point of origin of the pass, whichever is closer to the dead line of the team entitled to possession."
"What defines a Hand Off Pass on a scrimmage play?

<i>Rule 6 | Section 2 - HAND OFF PASS</i>","A Hand Off Pass is made on a scrimmage play, when the ball is handed in any direction but not thrown, by one Team A player to another, behind the line of scrimmage."
"What positional restriction applies to the player receiving a Hand Off Pass?

<i>Rule 6 | Section 2 - HAND OFF PASS</i>",The player receiving the pass must not at that point be occupying the position of a lineman.
"Are there any limits on the number of Hand Off Passes permitted on a single play?

<i>Rule 6 | Section 2 - HAND OFF PASS</i>",There are no restrictions on the number of hand off passes on any one play.
"Under what condition is a hand off pass in a forward direction considered illegal?

<i>Rule 6 | Section 2 - HAND OFF PASS</i>",A hand off pass in a forward direction is illegal following a completed Forward Pass.
